id,uid,password,first_name,last_name,username,email,avatar,gender,phone_number,social_insurance_number,date_of_birth,employment,address,credit_card,subscription,dt_current_timestamp
2920,cd7bb2eb-2aa3-4389-ba1c-83615ea89a0e,+M7U1pz0st,Amanda,Dean,michelepetersen,george09@example.net,https://placekitten.com/735/169,Other,9463950272,703-78-0407,1922-01-08,"{'title': 'Administrator', 'key_skill': 'Teamwork'}","{'city': 'Gonzalezton', 'street_name': 'Stanley Drive', 'street_address': '297 Webb Gardens Suite 814', 'zip_code': '18179', 'state': 'South Carolina', 'country': ""Lao People's Democratic Republic"", 'coordinates': {'lat': 54.40746, 'lng': -108.41811}}","{'id': '8077', 'uid': 'dde0e5b6-41fd-4ae4-940f-228600315f46', 'credit_card_number': '2182-8502-6859-7823', 'credit_card_expiry_date': '2030-09-01', 'credit_card_type': 'laser', 'user_id': 'cd7bb2eb-2aa3-4389-ba1c-83615ea89a0e', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '8120', 'uid': '39b27e5d-ba49-4fd1-8664-508fe5a415e0', 'plan': 'Standard', 'status': 'Blocked', 'payment_method': 'Alipay', 'subscription_term': 'Yearly', 'payment_term': 'Pay per Use', 'user_id': 'cd7bb2eb-2aa3-4389-ba1c-83615ea89a0e', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
5782,8a7bf245-4d02-497d-9426-d95045a92090,#CJLVGgZd2,Emily,Cabrera,sylviacastillo,matthewrobbins@example.org,https://picsum.photos/709/909,Female,(655)373-0282,290-05-1991,1926-08-26,"{'title': 'Education officer, museum', 'key_skill': 'Teamwork'}","{'city': 'Mcdonaldville', 'street_name': 'Troy Port', 'street_address': '48938 Courtney Drive', 'zip_code': '56962', 'state': 'West Virginia', 'country': 'Lebanon', 'coordinates': {'lat': 70.404003, 'lng': -85.486021}}","{'id': '6269', 'uid': '82121d0b-c80c-4121-8d99-bcd6fd1194c4', 'credit_card_number': '2969-1459-5704-1198', 'credit_card_expiry_date': '2028-11-01', 'credit_card_type': 'discover', 'user_id': '8a7bf245-4d02-497d-9426-d95045a92090', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '6040', 'uid': '90a32936-5e01-4428-b33b-c08ab264d9d2', 'plan': 'Bronze', 'status': 'Cancelled', 'payment_method': 'Bitcoins', 'subscription_term': 'Quinquennal', 'payment_term': 'Monthly Payment', 'user_id': '8a7bf245-4d02-497d-9426-d95045a92090', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
6957,bd715ea6-579e-4994-bf9a-9d385f8d2fc1,(9j61DRy&p,Kayla,Fernandez,hspencer,ualexander@example.net,https://dummyimage.com/630x784,Female,001-490-255-3703x52788,062-98-8094,1934-11-11,"{'title': 'Industrial/product designer', 'key_skill': 'Teamwork'}","{'city': 'Dennisberg', 'street_name': 'Gillespie Alley', 'street_address': '73326 Choi Meadows Apt. 879', 'zip_code': '77694', 'state': 'Illinois', 'country': 'Spain', 'coordinates': {'lat': -24.848611, 'lng': 161.998048}}","{'id': '1980', 'uid': '1cec53d7-54e6-40f1-b074-ea5c34082592', 'credit_card_number': '2693-8616-2848-7340', 'credit_card_expiry_date': '2022-09-01', 'credit_card_type': 'mastercard', 'user_id': 'bd715ea6-579e-4994-bf9a-9d385f8d2fc1', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '2213', 'uid': '7350345a-7aad-42ac-8151-e0979100e531', 'plan': 'Basic', 'status': 'Active', 'payment_method': 'Alipay', 'subscription_term': 'Weekly', 'payment_term': 'Pay per Use', 'user_id': 'bd715ea6-579e-4994-bf9a-9d385f8d2fc1', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
3772,3f5ac875-17e3-4cdc-aa31-ff75a720e8b6,28nOA^jv*C,Robert,Jones,ydixon,jacob11@example.net,https://picsum.photos/607/218,Female,+1-420-456-6709,015-32-4854,1944-07-08,"{'title': 'Chief of Staff', 'key_skill': 'Teamwork'}","{'city': 'Kelseystad', 'street_name': 'Sharp Circles', 'street_address': '142 Mitchell Summit', 'zip_code': '80952', 'state': 'Colorado', 'country': 'Sao Tome and Principe', 'coordinates': {'lat': -24.7305885, 'lng': -105.823976}}","{'id': '7275', 'uid': '2b186155-ee72-43f8-b925-3470b5dcbebe', 'credit_card_number': '9889-7095-1119-7153', 'credit_card_expiry_date': '2024-12-01', 'credit_card_type': 'visa', 'user_id': '3f5ac875-17e3-4cdc-aa31-ff75a720e8b6', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '4141', 'uid': '771dca88-e5ec-4527-aecc-490736edfbf1', 'plan': 'Bronze', 'status': 'Blocked', 'payment_method': 'Google Pay', 'subscription_term': 'Monthly', 'payment_term': 'Full Subscription', 'user_id': '3f5ac875-17e3-4cdc-aa31-ff75a720e8b6', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
9760,0fc4aae2-1ea9-4820-8445-da1208e79f5c,R!33g#Ejtp,Jennifer,Hopkins,traci11,kyliewilson@example.org,https://picsum.photos/928/317,Other,470-675-0379,568-09-4889,1918-11-03,"{'title': 'Patent examiner', 'key_skill': 'Teamwork'}","{'city': 'Jessehaven', 'street_name': 'Michael Run', 'street_address': '818 Crystal Turnpike Apt. 159', 'zip_code': '39374', 'state': 'South Dakota', 'country': 'Congo', 'coordinates': {'lat': -34.051127, 'lng': 67.692833}}","{'id': '6080', 'uid': '3143909a-a1ae-41ee-842f-f8f2d152f064', 'credit_card_number': '7065-5095-3168-2874', 'credit_card_expiry_date': '2027-07-01', 'credit_card_type': 'visa', 'user_id': '0fc4aae2-1ea9-4820-8445-da1208e79f5c', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '5294', 'uid': '56cf715c-5a39-48b1-afe9-35ae1a92572b', 'plan': 'Basic', 'status': 'Blocked', 'payment_method': 'Paypal', 'subscription_term': 'Lifetime', 'payment_term': 'Payment in Advance', 'user_id': '0fc4aae2-1ea9-4820-8445-da1208e79f5c', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
7476,2af54acc-4cb4-47bc-9ee2-4070d95288ea,)N3oAF@su!,Jacob,Nixon,heather61,schaeferemily@example.com,https://dummyimage.com/405x644,Male,001-296-359-5898x635,123-76-8961,2019-02-21,"{'title': 'Psychologist, prison and probation services', 'key_skill': 'Teamwork'}","{'city': 'Jenniferport', 'street_name': 'Sanchez Springs', 'street_address': '4329 Gross Springs', 'zip_code': '12366', 'state': 'New Mexico', 'country': 'American Samoa', 'coordinates': {'lat': -52.0845755, 'lng': -94.810791}}","{'id': '6265', 'uid': '7fb9e12b-57d2-4067-8784-1607e8f038f9', 'credit_card_number': '6485-4526-6650-9129', 'credit_card_expiry_date': '2030-05-01', 'credit_card_type': 'mastercard', 'user_id': '2af54acc-4cb4-47bc-9ee2-4070d95288ea', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '3050', 'uid': '72697611-cd3e-4968-b282-8d1b0fa653a5', 'plan': 'Gold', 'status': 'Active', 'payment_method': 'Credit Card', 'subscription_term': 'Yearly', 'payment_term': 'Payment in Advance', 'user_id': '2af54acc-4cb4-47bc-9ee2-4070d95288ea', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
7703,42f6b369-0428-4bc9-a298-5394b44ccd7f,*kJvt3Hryk,Brad,Brown,dgreene,sotobeth@example.net,https://picsum.photos/785/132,Male,745-244-8374x9043,460-78-9292,1968-05-10,"{'title': 'Recycling officer', 'key_skill': 'Teamwork'}","{'city': 'Lisafurt', 'street_name': 'Navarro Burgs', 'street_address': '67569 Elizabeth Creek', 'zip_code': '08742', 'state': 'Kentucky', 'country': 'Gambia', 'coordinates': {'lat': 28.5035685, 'lng': -14.161629}}","{'id': '9531', 'uid': 'fc1089d0-d68e-483f-be3a-aedb8c6d9776', 'credit_card_number': '9481-2082-9526-5200', 'credit_card_expiry_date': '2029-11-01', 'credit_card_type': 'discover', 'user_id': '42f6b369-0428-4bc9-a298-5394b44ccd7f', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '7628', 'uid': '35325025-c87f-4503-bb98-44f39f911d85', 'plan': 'Platinum', 'status': 'Active', 'payment_method': 'Google Pay', 'subscription_term': 'Lifetime', 'payment_term': 'Full Subscription', 'user_id': '42f6b369-0428-4bc9-a298-5394b44ccd7f', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
8867,6329ec56-4b89-482c-92c4-9309ab0bd1fe,+2!3TktxuD,Brenda,Hernandez,jasonevans,hansenrobert@example.net,https://placekitten.com/211/419,Female,(468)358-3643x80596,178-27-4433,1976-10-24,"{'title': 'Producer, radio', 'key_skill': 'Teamwork'}","{'city': 'Port Aimee', 'street_name': 'Katie Brook', 'street_address': '613 Yang Camp', 'zip_code': '49279', 'state': 'Massachusetts', 'country': 'Brunei Darussalam', 'coordinates': {'lat': -84.6570355, 'lng': 129.820887}}","{'id': '7791', 'uid': '9fc9ff51-b03a-4770-b93b-635d74856f8d', 'credit_card_number': '5569-8492-8306-4869', 'credit_card_expiry_date': '2025-05-01', 'credit_card_type': 'diners_club', 'user_id': '6329ec56-4b89-482c-92c4-9309ab0bd1fe', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '5371', 'uid': 'c68c5ee5-e592-4739-81bf-cd409eb649cc', 'plan': 'Bronze', 'status': 'Blocked', 'payment_method': 'Money Transfer', 'subscription_term': 'Monthly', 'payment_term': 'Pay per Use', 'user_id': '6329ec56-4b89-482c-92c4-9309ab0bd1fe', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
9130,c131432a-6c3d-4214-aad8-e3e949a18f10,m0x0kUl0^m,Steve,Riley,brivera,oevans@example.org,https://placekitten.com/515/840,Male,257-851-3493,802-06-5276,2023-03-31,"{'title': 'Dramatherapist', 'key_skill': 'Teamwork'}","{'city': 'New Tracy', 'street_name': 'Sanders Plains', 'street_address': '551 Howell Harbor', 'zip_code': '49315', 'state': 'Rhode Island', 'country': 'Syrian Arab Republic', 'coordinates': {'lat': 46.394768, 'lng': 81.259166}}","{'id': '2044', 'uid': '89356de1-88c0-490d-9e1e-9abe4020600f', 'credit_card_number': '3419-4338-3840-6880', 'credit_card_expiry_date': '2030-04-01', 'credit_card_type': 'visa', 'user_id': 'c131432a-6c3d-4214-aad8-e3e949a18f10', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '6387', 'uid': 'e5955ccc-61fa-4461-ab38-a1f41b100dbb', 'plan': 'Bronze', 'status': 'Idle', 'payment_method': 'Alipay', 'subscription_term': 'Quinquennal', 'payment_term': 'Payment in Advance', 'user_id': 'c131432a-6c3d-4214-aad8-e3e949a18f10', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
7102,49d1390b-91f3-4054-85b5-8b461e4b4412,1f22MlqHs*,Benjamin,Ortiz,markpatrick,michaelgilmore@example.net,https://picsum.photos/857/690,Female,520.690.8304x516,063-91-1933,1994-04-23,"{'title': 'Oncologist', 'key_skill': 'Teamwork'}","{'city': 'Port Timtown', 'street_name': 'Patricia Station', 'street_address': '2882 Samantha Forges Suite 579', 'zip_code': '36957', 'state': 'Wyoming', 'country': 'Finland', 'coordinates': {'lat': -76.610808, 'lng': -12.219003}}",{},"{'user_id': '49d1390b-91f3-4054-85b5-8b461e4b4412', 'subscription_id': 'af4900bc-eb11-4344-ad06-b12263ef5298', 'plan': 'Platinum', 'status': 'Cancelled', 'payment_method': 'PayPal', 'dt_current_timestamp': '1705529035'}",1705532679
5707,f601ea07-3dbc-4164-a0b4-2466794ca266,#6^+MzRqFe,Christian,Pham,deborah13,nicholas29@example.net,https://placekitten.com/474/804,Male,4047572676,527-39-6862,1924-10-18,"{'title': 'Systems analyst', 'key_skill': 'Teamwork'}","{'city': 'Tammychester', 'street_name': 'Danielle Cove', 'street_address': '705 Andrew Lodge', 'zip_code': '40696', 'state': 'Delaware', 'country': 'Dominican Republic', 'coordinates': {'lat': 63.1795565, 'lng': -146.909286}}","{'id': '5747', 'uid': '4e55a835-3a36-47f3-98c8-ff9942f5f2e3', 'credit_card_number': '4470-7467-8617-6534', 'credit_card_expiry_date': '2023-10-01', 'credit_card_type': 'visa', 'user_id': 'f601ea07-3dbc-4164-a0b4-2466794ca266', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '9051', 'uid': 'c276f8d5-c9e3-41b5-97e7-050dfb5e4aaa', 'plan': 'Bronze', 'status': 'Active', 'payment_method': 'Paypal', 'subscription_term': 'Yearly', 'payment_term': 'Full Subscription', 'user_id': 'f601ea07-3dbc-4164-a0b4-2466794ca266', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
7203,d9d7cc0e-602c-4c2b-9a31-6bd88181be44,YA3ECIcpJ$,John,Foster,mckenziekaren,derek06@example.net,https://picsum.photos/986/571,Male,(562)229-5142,268-40-0514,1982-02-15,"{'title': 'TEFL teacher', 'key_skill': 'Teamwork'}","{'city': 'Ricemouth', 'street_name': 'Jones Mount', 'street_address': '45961 Leach Flat', 'zip_code': '93903', 'state': 'North Dakota', 'country': 'United Kingdom', 'coordinates': {'lat': -25.47566, 'lng': -9.109488}}","{'id': '6519', 'uid': '727fe04c-5ac7-4080-ba96-1dfc3414ac88', 'credit_card_number': '2407-8750-8526-1276', 'credit_card_expiry_date': '2027-08-01', 'credit_card_type': 'laser', 'user_id': 'd9d7cc0e-602c-4c2b-9a31-6bd88181be44', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '7235', 'uid': 'e450be64-0562-432b-8d87-0fb97759ca0e', 'plan': 'Gold', 'status': 'Idle', 'payment_method': 'Alipay', 'subscription_term': 'Yearly', 'payment_term': 'Monthly Payment', 'user_id': 'd9d7cc0e-602c-4c2b-9a31-6bd88181be44', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
8319,44b07384-29f5-4e7e-8ccf-2f8de0fa44ec,tx4YEXbu^i,Michelle,Stokes,marksanchez,leslielane@example.com,https://placekitten.com/194/691,Male,(625)329-4205,195-92-3343,1999-10-28,"{'title': 'Environmental consultant', 'key_skill': 'Teamwork'}","{'city': 'Christopherland', 'street_name': 'Daniel Knolls', 'street_address': '3877 Fowler Center Apt. 338', 'zip_code': '77311', 'state': 'Connecticut', 'country': 'Georgia', 'coordinates': {'lat': -86.7930375, 'lng': 92.523121}}","{'id': '9663', 'uid': 'e9185d7d-3aa9-4a4b-a710-b79f23b1d42f', 'credit_card_number': '1031-8936-4330-5544', 'credit_card_expiry_date': '2026-10-01', 'credit_card_type': 'laser', 'user_id': '44b07384-29f5-4e7e-8ccf-2f8de0fa44ec', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '1525', 'uid': 'f1496939-a855-43ff-95dd-eb861265e53d', 'plan': 'Standard', 'status': 'Active', 'payment_method': 'Credit Card', 'subscription_term': 'Monthly', 'payment_term': 'Monthly Payment', 'user_id': '44b07384-29f5-4e7e-8ccf-2f8de0fa44ec', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
5938,0db4e14a-1a61-47ba-9df7-05a0a1ea719a,6$4Jq9BqAM,Thomas,Mercer,xmills,sarahharris@example.com,https://picsum.photos/587/682,Female,001-574-577-8495,790-95-8432,2007-11-02,"{'title': 'Management consultant', 'key_skill': 'Teamwork'}","{'city': 'Bennettshire', 'street_name': 'Morris Tunnel', 'street_address': '6038 Robert Burgs', 'zip_code': '01905', 'state': 'Michigan', 'country': 'Saudi Arabia', 'coordinates': {'lat': 40.1571515, 'lng': 124.167104}}","{'id': '5203', 'uid': '0890b83c-6b57-4e8e-a6fb-8e3337d5893a', 'credit_card_number': '1235-3403-1837-1405', 'credit_card_expiry_date': '2030-04-01', 'credit_card_type': 'mastercard', 'user_id': '0db4e14a-1a61-47ba-9df7-05a0a1ea719a', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '3106', 'uid': '12903ee7-f4ab-4e59-8915-7d4165ce269b', 'plan': 'Gold', 'status': 'Active', 'payment_method': 'Money Transfer', 'subscription_term': 'Quinquennal', 'payment_term': 'Monthly Payment', 'user_id': '0db4e14a-1a61-47ba-9df7-05a0a1ea719a', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
8368,d109c1c2-15a1-4429-a833-97547e725e3c,tW6FRLqt&j,Joshua,Brown,morrisonjeremiah,qreyes@example.com,https://placekitten.com/1017/194,Female,001-561-493-3854x549,839-79-8929,2016-10-31,"{'title': ""Nurse, children's"", 'key_skill': 'Teamwork'}","{'city': 'New Robert', 'street_name': 'Timothy Mill', 'street_address': '6813 Harvey Shores Apt. 608', 'zip_code': '40079', 'state': 'Rhode Island', 'country': 'New Zealand', 'coordinates': {'lat': 49.2433545, 'lng': -85.2171}}","{'id': '4611', 'uid': '86e60f70-f535-4d5e-b055-e249f6489930', 'credit_card_number': '2133-2517-5508-6437', 'credit_card_expiry_date': '2024-09-01', 'credit_card_type': 'visa', 'user_id': 'd109c1c2-15a1-4429-a833-97547e725e3c', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '4267', 'uid': '10601c9c-efe5-4c3f-87a3-e231e6aeed4b', 'plan': 'Platinum', 'status': 'Cancelled', 'payment_method': 'Paypal', 'subscription_term': 'Lifetime', 'payment_term': 'Full Subscription', 'user_id': 'd109c1c2-15a1-4429-a833-97547e725e3c', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
5693,608f4b82-69f5-4c6e-8734-9b5d5b4c7788,IEq!1@Zd89,Sheila,Stafford,pgarcia,williamschristopher@example.org,https://dummyimage.com/825x826,Female,(880)511-3402x90938,717-31-0345,2005-12-01,"{'title': 'Arboriculturist', 'key_skill': 'Teamwork'}","{'city': 'West Caitlin', 'street_name': 'Mark Squares', 'street_address': '333 Walker Hill Apt. 515', 'zip_code': '84392', 'state': 'California', 'country': 'Moldova', 'coordinates': {'lat': 80.1887065, 'lng': 9.754997}}","{'id': '3238', 'uid': 'c7b873b8-9fa9-4a5c-8515-885c9e3ec61b', 'credit_card_number': '2238-4558-8304-5811', 'credit_card_expiry_date': '2022-08-01', 'credit_card_type': 'mastercard', 'user_id': '608f4b82-69f5-4c6e-8734-9b5d5b4c7788', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '1224', 'uid': '221f7c56-e36b-4bae-8ac9-8a944a8cc784', 'plan': 'Standard', 'status': 'Blocked', 'payment_method': 'Paypal', 'subscription_term': 'Quinquennal', 'payment_term': 'Monthly Payment', 'user_id': '608f4b82-69f5-4c6e-8734-9b5d5b4c7788', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
6089,60aed699-92fb-4558-a465-52b33b271f83,Hn@e77Fgwc,Ashley,Campbell,kathrynlynch,marcushoward@example.org,https://picsum.photos/367/19,Other,+1-581-619-1222x935,175-59-3942,1995-05-30,"{'title': 'Fitness centre manager', 'key_skill': 'Teamwork'}","{'city': 'Thompsonmouth', 'street_name': 'Richardson River', 'street_address': '06653 Scott Pine', 'zip_code': '32579', 'state': 'Texas', 'country': 'Greece', 'coordinates': {'lat': -78.854629, 'lng': -4.959976}}","{'id': '6243', 'uid': '549890e6-e7b6-4155-81b2-04d1688f59aa', 'credit_card_number': '4954-5598-4620-9128', 'credit_card_expiry_date': '2030-09-01', 'credit_card_type': 'discover', 'user_id': '60aed699-92fb-4558-a465-52b33b271f83', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '9138', 'uid': '9649d73d-d93d-408c-bee2-c299760ec6dc', 'plan': 'Basic', 'status': 'Blocked', 'payment_method': 'Money Transfer', 'subscription_term': 'Lifetime', 'payment_term': 'Monthly Payment', 'user_id': '60aed699-92fb-4558-a465-52b33b271f83', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
9203,afae0514-9b98-4ede-a049-a129d6ab5eec,!F743#KdI(,Reginald,Davies,toddwilson,tranrobert@example.net,https://placekitten.com/322/896,Male,+1-539-210-4792x6013,069-24-1267,1978-02-24,"{'title': 'Retail merchandiser', 'key_skill': 'Teamwork'}","{'city': 'Christopherton', 'street_name': 'Johnston Estate', 'street_address': '021 Cherry Gardens Apt. 193', 'zip_code': '94086', 'state': 'Wisconsin', 'country': 'Rwanda', 'coordinates': {'lat': -38.8749445, 'lng': -128.477692}}","{'id': '5181', 'uid': 'f886f720-474b-4568-942b-a7d326d92591', 'credit_card_number': '2068-7078-5340-1118', 'credit_card_expiry_date': '2027-05-01', 'credit_card_type': 'discover', 'user_id': 'afae0514-9b98-4ede-a049-a129d6ab5eec', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '1899', 'uid': '095bd603-d85f-4d30-9010-b3f87b05e145', 'plan': 'Bronze', 'status': 'Blocked', 'payment_method': 'Google Pay', 'subscription_term': 'Yearly', 'payment_term': 'Full Subscription', 'user_id': 'afae0514-9b98-4ede-a049-a129d6ab5eec', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
2807,152807b4-f8b8-4e1d-be76-2a45ef782659,0Viu5P95^k,Virginia,Bass,walljason,cperez@example.com,https://dummyimage.com/376x723,Other,(855)728-9112,244-17-8122,1929-05-27,"{'title': 'Designer, television/film set', 'key_skill': 'Teamwork'}","{'city': 'Mooreville', 'street_name': 'Snyder Fork', 'street_address': '0094 Walls Crest Suite 734', 'zip_code': '91739', 'state': 'Connecticut', 'country': ""Cote d'Ivoire"", 'coordinates': {'lat': 79.643085, 'lng': 163.90607}}","{'id': '9864', 'uid': '645633a6-af39-4438-8fe9-8da99adaedc9', 'credit_card_number': '6304-4400-7585-6803', 'credit_card_expiry_date': '2026-07-01', 'credit_card_type': 'visa', 'user_id': '152807b4-f8b8-4e1d-be76-2a45ef782659', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '8968', 'uid': '77d0b7a9-86b1-415f-8b4f-0a40ef398790', 'plan': 'Standard', 'status': 'Idle', 'payment_method': 'Money Transfer', 'subscription_term': 'Monthly', 'payment_term': 'Monthly Payment', 'user_id': '152807b4-f8b8-4e1d-be76-2a45ef782659', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
3429,9d5eb260-b0c9-4cfa-a3d8-adeabf043f39,c$0HI+DdGX,Terri,Choi,mcdowellpatrick,cheryl43@example.net,https://dummyimage.com/1017x875,Male,(628)461-6564,415-42-2007,1946-08-06,"{'title': 'Commercial/residential surveyor', 'key_skill': 'Teamwork'}","{'city': 'West Melissa', 'street_name': 'Richardson Union', 'street_address': '54557 Mary Flat Suite 687', 'zip_code': '94031', 'state': 'Rhode Island', 'country': 'Taiwan', 'coordinates': {'lat': -52.7611145, 'lng': -122.406597}}","{'id': '8721', 'uid': 'dc999285-2a9b-4085-8e4f-9d6d98add7d4', 'credit_card_number': '7128-5129-7663-9042', 'credit_card_expiry_date': '2021-10-01', 'credit_card_type': 'laser', 'user_id': '9d5eb260-b0c9-4cfa-a3d8-adeabf043f39', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '5488', 'uid': 'f5e548c4-cc3a-47b6-a247-74b8d6bee885', 'plan': 'Gold', 'status': 'Active', 'payment_method': 'Bitcoins', 'subscription_term': 'Weekly', 'payment_term': 'Pay per Use', 'user_id': '9d5eb260-b0c9-4cfa-a3d8-adeabf043f39', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
3023,ae5c5d83-c628-4d28-a7ab-a5e163ae3a67,+%PCYrg)#3,Sarah,Bowman,kellynancy,kenneth74@example.net,https://picsum.photos/889/820,Male,001-246-973-6185x7192,889-86-6744,2010-04-04,"{'title': 'Therapist, nutritional', 'key_skill': 'Teamwork'}","{'city': 'Heidifurt', 'street_name': 'Eric Court', 'street_address': '34599 Rebecca Neck Suite 529', 'zip_code': '83086', 'state': 'North Dakota', 'country': 'Montenegro', 'coordinates': {'lat': 36.870285, 'lng': -0.855488}}","{'id': '1248', 'uid': 'b2968c93-507f-4e62-8009-81ae40f5ba7b', 'credit_card_number': '7521-5330-7157-4225', 'credit_card_expiry_date': '2026-02-01', 'credit_card_type': 'discover', 'user_id': 'ae5c5d83-c628-4d28-a7ab-a5e163ae3a67', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '3845', 'uid': 'd61d9ee6-d16b-4a1d-b2fa-17939b9e76f3', 'plan': 'Basic', 'status': 'Idle', 'payment_method': 'Alipay', 'subscription_term': 'Yearly', 'payment_term': 'Monthly Payment', 'user_id': 'ae5c5d83-c628-4d28-a7ab-a5e163ae3a67', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
2802,6503d76e-f529-4158-b182-3957047c4525,w*fJ2XLtRX,Patricia,Simmons,luishernandez,astone@example.net,https://placekitten.com/931/954,Other,(937)439-0172x15227,337-41-6641,1982-09-14,"{'title': 'Police officer', 'key_skill': 'Teamwork'}","{'city': 'East Darrell', 'street_name': 'Amy Burg', 'street_address': '30188 Jensen Loop Suite 520', 'zip_code': '67687', 'state': 'North Carolina', 'country': 'Comoros', 'coordinates': {'lat': 71.2463085, 'lng': 41.867829}}",{},"{'user_id': '6503d76e-f529-4158-b182-3957047c4525', 'subscription_id': '1f2e1c0d-dcc8-4131-be0f-2cb340d15201', 'plan': 'Silver', 'status': 'Cancelled', 'payment_method': 'Bitcoin', 'dt_current_timestamp': '1705529035'}",1705532679
1185,675ebb8d-2d88-4c4a-9513-75317300edce,_OvxmzCz#6,Carrie,Griffith,ovasquez,fergusonkaren@example.com,https://placekitten.com/150/987,Other,(346)732-3361x5170,787-66-0155,1928-11-26,"{'title': 'Pharmacologist', 'key_skill': 'Teamwork'}","{'city': 'Martinport', 'street_name': 'Brian Forest', 'street_address': '4710 Rios Squares Apt. 837', 'zip_code': '13932', 'state': 'Colorado', 'country': 'Germany', 'coordinates': {'lat': 60.9084345, 'lng': -69.193529}}","{'id': '2661', 'uid': '21a678c9-db1b-4d7a-89cf-102b09059094', 'credit_card_number': '4199-8527-6955-9831', 'credit_card_expiry_date': '2027-06-01', 'credit_card_type': 'mastercard', 'user_id': '675ebb8d-2d88-4c4a-9513-75317300edce', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '9573', 'uid': 'dead87b8-fca9-4998-8fb0-8d2c1bc799d1', 'plan': 'Standard', 'status': 'Idle', 'payment_method': 'Google Pay', 'subscription_term': 'Monthly', 'payment_term': 'Payment in Advance', 'user_id': '675ebb8d-2d88-4c4a-9513-75317300edce', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
3232,f900cc36-16a4-4ce0-8bc3-f2521b2de1a5,dv8VMShf$$,Jason,Mitchell,brentgarcia,michelle39@example.net,https://placekitten.com/876/675,Male,+1-736-342-5439x191,737-47-2532,1973-01-19,"{'title': 'Engineer, maintenance', 'key_skill': 'Teamwork'}","{'city': 'New Peter', 'street_name': 'Duncan Villages', 'street_address': '3736 Joshua Landing Apt. 987', 'zip_code': '89179', 'state': 'Rhode Island', 'country': 'Gibraltar', 'coordinates': {'lat': 81.728197, 'lng': -35.857933}}","{'id': '3681', 'uid': '5a44e1fe-8bf2-48f9-8f2f-fe2e1b7ceb66', 'credit_card_number': '5117-1001-8003-4039', 'credit_card_expiry_date': '2028-02-01', 'credit_card_type': 'mastercard', 'user_id': 'f900cc36-16a4-4ce0-8bc3-f2521b2de1a5', 'dt_current_timestamp': '2024-01-17 17:00:20'}","{'id': '1233', 'uid': '4f8cc3f9-59dc-4129-af97-35b4c1d72fe7', 'plan': 'Basic', 'status': 'Cancelled', 'payment_method': 'Paypal', 'subscription_term': 'Quinquennal', 'payment_term': 'Payment in Advance', 'user_id': 'f900cc36-16a4-4ce0-8bc3-f2521b2de1a5', 'dt_current_timestamp': '2024-01-17 20:22:27'}",1705532679
